FountainTy,the_geom,OBJECTID,Position,Collection,Painted,GISPROPNUM,SIGNNAME,BOROUGH,FountainCo,GISOBJID,SYSTEM,DEPARTMENT,PARENTID,DESCRIPTIO,FEATURESTA
D,POINT (-73.82090877731538 40.69513370602343),1994,Near Ballfield,02/18/2018 12:00:00 AM +0000,no,Q129,"Phil ""Scooter"" Rizzuto Park",Q,1,100039389,Q129-DF0582,Q-09,Q129,"D, Near Ballfield",Active
E Wheelchair,POINT (-73.91928665246915 40.86982003756753),2240,Under Tree,02/27/2018 12:00:00 AM +0000,yes,M043,Isham Park,M,1,100039633,M043-DF0196,M-12,M043,"E Wheelchair, Under Tree",Active
A,POINT (-73.80323125388342 40.68017797280206),2827,Near Ballfield,05/11/2018 12:00:00 AM +0000,no,Q220C,Dr. Charles R. Drew Park,Q,1,100040208,Q220C-DF0790,Q-12,Q220C,"A, Near Ballfield",Active
D,POINT (-73.88725954835934 40.84991934553926),3076,,11/30/1899 12:00:00 AM +0000,,X108,Belmont Playground,X,1,100040411,X108-DF0465,X-06,X108,D,Active
CS Concrete,POINT (-73.90745244195286 40.822831381336925),1599,Just Outside Playground,02/10/2018 12:00:00 AM +0000,no,X112,Hilton White Playground,X,1,100038986,X112-DF0287,X-03,X112,"CS Concrete, Just Outside Playground",Active
A,POINT (-73.81681004807693 40.776088874724174),2140,"Under Tree, Near Ballfield",02/25/2018 12:00:00 AM +0000,no,Q086,Flushing Fields,Q,1,100039579,Q086-DF0628,Q-07,Q086,"A, Under Tree, Near Ballfield",Active
C,POINT (-73.95039738246079 40.814008696285335),2681,Near Ballfield,04/23/2018 12:00:00 AM +0000,no,M077,St. Nicholas Park,M,1,100040055,M077-DF0484,M-09,M077,"C, Near Ballfield",Active
Pedestal,POINT (-73.9902185586278 40.67503175022584),2927,Out in Open,05/30/2018 12:00:00 AM +0000,,BT13,Whole Foods PAA,B,1,100040329,BT13-DF0906,B-06,BT13,"Pedestal, Out in Open",Active
C,POINT (-73.9378855623522 40.701118268948626),36,"Just Outside Playground, Near Ballfield, Out in Open",01/11/2018 12:00:00 AM +0000,no,B340,Garden Playground,B,1,100037426,B340-DF0026,B-04,B340,"C, Just Outside Playground, Near Ballfield, Out in Open",Active
D,POINT (-73.91954222035753 40.68470044592299),368,"Under Tree, In Playground",01/22/2018 12:00:00 AM +0000,,B079,Saratoga Park,B,1,100037781,B079-DF0294,B-03,B079,"D, Under Tree, In Playground",Active
A,POINT (-73.8761206936304 40.869926808499436),534,In Playground,01/24/2018 12:00:00 AM +0000,no,X002,Bronx Park,X,1,100037979,X002-DF0073,X-06,X002,"A, In Playground",Active
A,POINT (-73.81974174602118 40.60115496242481),1032,Just Outside Playground,01/31/2018 12:00:00 AM +0000,no,Q460,Broad Channel Park,Q,1,100038404,Q460-DF0184,Q-14,Q460,"A, Just Outside Playground",Active
E Wheelchair Dog,POINT (-74.07663255666581 40.626797831014805),1530,Out in Open,02/08/2018 12:00:00 AM +0000,yes,R028,Tappen Park,R,1,100038985,R028-DF0065,R-01,R028,"E Wheelchair Dog, Out in Open",Active
A,POINT (-73.948887442441 40.66342408631358),391,"Near Ballfield, Out in Open",01/22/2018 12:00:00 AM +0000,yes,B284,Marc And Jason's Playground,B,1,100037773,B284-DF0314,B-09,B284,"A, Near Ballfield, Out in Open",Active
A,POINT (-73.92641148704458 40.83893936525351),889,"Under Tree, In Shade, In Playground",01/29/2018 12:00:00 AM +0000,no,X153,Merriam Playground,X,1,100038290,X153-DF0191,X-04,X153,"A, Under Tree, In Shade, In Playground",Active
A,POINT (-73.77471239829354 40.70615857367465),1387,Under Tree,02/04/2018 12:00:00 AM +0000,no,Q351,Peters Field,Q,1,100038749,Q351-DF0473,Q-12,Q351,"A, Under Tree",Active
B,POINT (-74.06749172202318 40.58908966003019),1553,In Playground,02/08/2018 12:00:00 AM +0000,no,R046,Franklin D. Roosevelt Boardwalk and Beach,R,1,100038900,R046-DF0084,R-02B,R046,"B, In Playground",Active
B,POINT (-73.97508957812721 40.79622982340912),1885,Under Tree,02/15/2018 12:00:00 AM +0000,no,M071,Riverside Park,M,1,100039270,M071-DF0053,M-14,M071,"B, Under Tree",Active
E Wheelchair,POINT (-73.886705797808 40.85593523572355),2051,"Out in Open, In Playground",02/21/2018 12:00:00 AM +0000,no,X102,Ciccarone Park,X,1,100039437,X102-DF0390,X-06,X102,"E Wheelchair, Out in Open, In Playground",Active
C,POINT (-73.82595781487026 40.75599812988324),2383,In Playground,03/02/2018 12:00:00 AM +0000,no,Q211,Maple Playground,Q,1,100039777,Q211-DF0725,Q-07,Q211,"C, In Playground",Active
A,POINT (-73.90016986835552 40.62036611215115),2432,"Near Ballfield, Out in Open",03/06/2018 12:00:00 AM +0000,no,B166D,McGuire Fields,B,1,100039881,B166D-DF0831,B-18,B166D,"A, Near Ballfield, Out in Open",Active
Other,POINT (-73.93514491493612 40.79369497449557),2598,"In Playground, Near Ballfield",04/05/2018 12:00:00 AM +0000,yes,M047,Thomas Jefferson Park,M,1,100039953,M047-DF0405,M-11,M047,"Other, In Playground, Near Ballfield",Active
E Wheelchair,POINT (-73.96726043666096 40.78474007435721),3096,"In Shade, Under Tree",06/21/2018 12:00:00 AM +0000,yes,M010,Central Park,M,1,100040495,M010-DF0660,M-13,M010,"E Wheelchair, In Shade, Under Tree",Active
A,POINT (-74.06871620773042 40.61476704511767),746,Under Tree,01/27/2018 12:00:00 AM +0000,yes,R042,Kaltenmeier Playground,R,1,100038172,R042-DF0008,R-01,R042,"A, Under Tree",Active
C,POINT (-73.82448671033879 40.66554184460495),1410,Near Ballfield,02/04/2018 12:00:00 AM +0000,no,Q096B,Southern Fields,Q,1,100038888,Q096B-DF0491,Q-10,Q096B,"C, Near Ballfield",Active
A,POINT (-74.09997898584686 40.58623230309635),1579,Near Ballfield,02/10/2018 12:00:00 AM +0000,yes,R067,Gen. Douglas MacArthur Park,R,1,100038917,R067-DF0091,R-02,R067,"A, Near Ballfield",Active
A,POINT (-74.0169266141222 40.60637326512923),1742,Just Outside Playground,02/13/2018 12:00:00 AM +0000,no,B028,Dyker Beach Park,B,1,100039165,B028-DF0727,B-10,B028,"A, Just Outside Playground",Active
Other,POINT (-74.01433264316258 40.71622289437651),2243,"In Shade, Near Ballfield",02/27/2018 12:00:00 AM +0000,yes,M283,Battery Park City,M,1,100039681,M283-DF0199,M-01,M283,"Other, In Shade, Near Ballfield",Active
Other,POINT (-73.89356111477916 40.62836273335335),2406,"Near Ballfield, Out in Open",03/05/2018 12:00:00 AM +0000,yes,B018,Canarsie Park,B,1,100039887,B018-DF0807,B-18,B018,"Other, Near Ballfield, Out in Open",Active
E Wheelchair,POINT (-73.97699492172217 40.71730491251011),2575,"Under Tree, Near Ballfield, Just Outside Playground",04/04/2018 12:00:00 AM +0000,yes,M165,Baruch Playground,M,1,100039894,M165-DF0382,M-03,M165,"E Wheelchair, Under Tree, Near Ballfield, Just Outside Playground",Active
A,POINT (-73.8862804566405 40.659290957591864),179,Under Tree,01/15/2018 12:00:00 AM +0000,yes,B214,Linden Park,B,1,100037525,B214-DF0169,B-05,B214,"A, Under Tree",Active
A,POINT (-73.94996725420242 40.72158485208941),511,"Under Tree, In Shade, In Playground",01/22/2018 12:00:00 AM +0000,no,B058,McCarren Park,B,1,100037940,B058-DF0404,B-01,B058,"A, Under Tree, In Shade, In Playground",Active
A,POINT (-73.74452831867433 40.59564799243782),1224,In Playground,02/02/2018 12:00:00 AM +0000,no,Q162J01,Beach 9 Playground,Q,1,100038665,Q162J01-DF0346,Q-14,Q162J01,"A, In Playground",Active
D,POINT (-73.8989384642872 40.844861100319164),1765,"Under Tree, In Playground",02/13/2018 12:00:00 AM +0000,no,X281,Stop & Go Playground,X,1,100039109,X281-DF0357,X-06,X281,"D, Under Tree, In Playground",Active
A,POINT (-73.92138981036987 40.87048726138409),2220,Under Tree,02/27/2018 12:00:00 AM +0000,yes,M042,Inwood Hill Park,M,1,100039614,M042-DF0179,M-12,M042,"A, Under Tree",Active
D,POINT (-73.75626863386076 40.67574174200723),2761,"Out in Open, Near Ballfield",05/04/2018 12:00:00 AM +0000,no,Q396,Montbellier Park,Q,1,100040105,Q396-DF0761,Q-12,Q396,"D, Out in Open, Near Ballfield",Active
E Wheelchair Dog,POINT (-73.96547704079563 40.77560408976607),2884,"Under Tree, In Shade",05/25/2018 12:00:00 AM +0000,yes,M010,Central Park,M,1,100040242,M010-DF0594,M-13,M010,"E Wheelchair Dog, Under Tree, In Shade",Active
